SampleName	100001101-Pre	100001106-Pre	100001107-Pre	100001109-Pre	100001115-Pre	100005101-Pre	100001104-Pre	100001105-Pre	100001110-Pre	100001113-Pre	100001114-Pre	100001116-Pre	100004103-Pre	100005103-Pre	100004102-Pre	100006101-Pre	100001103-Pre	100001111-Pre	100001101-Post	100001106-Post	100001107-Post	100001109-Post	100001115-Post	100005101-Post	100001104-Post	100001105-Post	100001110-Post	100001113-Post	100001114-Post	100001116-Post	100004103-Post	100005103-Post	100004102-Post	100006101-Post	100001103-Post	100001111-Post	100001112-Post	100001102-Post
Patient	100001101	100001106	100001107	100001109	100001115	100005101	100001104	100001105	100001110	100001113	100001114	100001116	100004103	100005103	100004102	100006101	100001103	100001111	100001101	100001106	100001107	100001109	100001115	100005101	100001104	100001105	100001110	100001113	100001114	100001116	100004103	100005103	100004102	100006101	100001103	100001111	100001112	100001102
Timepoint	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post
Response	PD	PD	PD	PD	PD	PD	SD	SD	SD	SD	SD	SD	SD	SD	PR	PR	PR	PR	PD	PD	PD	PD	PD	PD	SD	SD	SD	SD	SD	SD	SD	SD	PR	PR	PR	PR	PR	PD
TLR1	14.5	79.14	151.77	41.61	73.95	34.61	57.61	33.75	47.19	148.59	101.05	71.58	102.82	71.26	69.77	33.84	242.38	48.64	15.38	128.09	159.77	65.61	45.37	42.07	106.05	66.47	101.26	104.34	48.16	143.63	84.95	71.94	96.68	40.57	81.02	86.88	86.85	135.22
TLR2	17.33	197.85	82.23	47.34	48.6	30.87	80.46	118.13	59.19	122.28	60.63	63.35	15.88	76.09	65.22	65.27	66.74	50.45	27.27	180.02	115.39	28.12	47.05	44.08	86.32	24.44	162.01	68.86	40.99	222.4	75.51	82.22	113.07	74.57	110.73	116.9	72.37	170.28
TLR3	3.89	23.74	16.05	21.52	21.13	8.42	29.26	22.5	16.63	42.87	47.16	44.43	15.12	22.95	18.2	11.28	21.08	22.82	3.5	48.47	36.39	33.54	25.2	10.02	22.2	19.55	26.65	31.3	27.06	50.97	14.16	20.55	18.03	21.93	24.31	22.12	21.71	10.02
TLR4	12.73	237.43	109.65	35.87	21.13	56.13	38.4	50.63	125.34	103.28	165.04	41.14	25.7	66.42	65.22	37.07	94.84	28.23	24.48	200.79	55.92	29.6	28.57	50.09	83.85	75.26	155.62	183.64	15.12	134.37	37.75	53.1	77.02	67.99	51.31	64.77	57.9	177.79
TLR5	6.72	63.31	25.41	24.39	25.35	10.29	32.92	50.63	10.44	17.54	74.1	20.57	6.05	36.23	21.23	9.67	23.42	6.61	13.99	69.24	13.31	15.29	24.36	14.02	32.06	28.35	20.25	54.26	18.31	83.4	28.32	22.27	27.86	35.09	37.81	45.81	28.95	95.16
TLR7	1.41	63.31	13.37	14.35	8.45	8.42	1	28.13	4.26	11.69	6.74	6.58	3.02	6.04	7.58	1.61	15.22	4.8	1	48.47	15.98	3.95	2.52	4.01	6.17	8.8	17.05	6.26	2.79	18.53	14.16	10.28	13.11	3.29	8.1	6.32	9.65	12.52
TLR8	1.06	39.57	10.03	21.52	12.68	5.61	8.23	16.88	8.9	15.1	10.1	15.63	4.54	8.45	18.2	4.83	9.37	7.81	2.1	51.93	15.09	9.87	3.36	4.01	11.1	23.46	61.82	20.87	6.37	13.9	23.6	8.56	34.41	3.29	8.1	25.28	12.06	37.56
TMEM173	113.17	126.63	261.41	143.47	135.22	44.9	149.96	140.63	138.49	244.56	336.82	111.9	139.1	293.48	219.92	153.91	173.29	265.44	111.19	318.5	150	145.52	139.46	52.09	210.86	100.68	128.97	290.07	97.91	162.17	94.38	280.92	180.26	151.33	205.26	183.24	164.05	242.9
TNF	5.3	31.66	20.06	37.3	21.13	10.29	58.52	90	16.63	32.64	6.74	18.1	12.1	36.23	43.98	24.98	31.61	84.08	3.5	76.16	18.64	63.64	29.41	24.04	55.49	15.64	66.08	73.04	21.09	83.4	14.16	42.82	60.63	44.96	70.22	97.94	14.47	65.11
TNFAIP2	24.05	1574.92	501.43	294.11	158.47	48.64	224.94	2058.8	111.8	245.05	525.44	282.21	55.94	380.43	438.32	190.98	238.86	132.72	7.69	1987.15	188.17	291.05	290.69	64.11	347.74	355.79	520.15	621.87	72.44	1700.42	254.84	315.18	365.43	265.37	259.27	203.78	388.41	936.54
TNFAIP3	56.94	158.28	162.46	97.56	126.77	54.26	160.93	56.25	84.33	80.87	121.26	310.19	39.31	176.33	142.57	127.32	175.64	697.24	62.24	169.63	157.1	121.85	144.51	76.13	235.52	113.39	182.27	154.42	98.71	157.53	103.82	135.32	201.56	144.75	180.95	240.11	151.99	287.97
TNFAIP6	3.18	71.23	40.78	10.04	42.26	104.77	8.23	73.13	7.35	7.79	80.84	15.63	15.88	20.53	51.57	6.45	30.44	20.42	4.9	51.93	32.84	15.29	15.12	132.23	11.1	7.82	22.38	37.56	4.78	64.87	18.88	27.41	22.94	15.35	27.01	52.13	43.42	27.55
TNFRSF10B	28.29	71.23	111.65	76.04	86.63	85.13	38.4	50.63	20.89	70.15	57.26	53.48	3.78	64.01	45.5	95.89	60.89	55.25	41.96	79.62	176.63	74	37.81	76.13	56.72	17.59	26.65	68.86	21.89	74.13	80.23	51.39	55.72	39.48	81.02	58.45	74.79	77.63
TNFRSF10C	4.6	47.49	22.06	24.39	16.9	6.55	11.89	39.38	5.03	21.44	47.16	18.92	6.8	15.7	22.75	9.67	14.05	7.81	3.5	34.62	10.65	7.89	13.44	12.02	13.56	10.75	13.86	29.22	9.95	37.07	42.47	10.28	14.75	12.06	27.01	25.28	16.89	25.04
TNFRSF10D	4.6	31.66	34.77	33	27.47	3.74	25.6	45	10.44	12.67	40.42	11.52	3.02	24.15	27.3	14.5	22.25	17.42	4.2	45.01	49.71	15.79	21	16.03	20.96	10.75	6.4	33.39	11.14	27.8	23.6	27.41	29.5	21.93	35.11	36.33	24.12	37.56
TNFRSF11A	12.38	47.49	37.44	27.26	48.6	9.35	47.55	28.13	3.09	97.92	20.21	33.73	2.27	25.36	62.18	37.87	24.59	17.42	11.89	27.7	60.36	35.02	38.65	4.01	55.49	9.77	9.59	37.56	3.98	32.43	66.07	34.26	55.72	71.28	24.31	34.75	50.66	35.06
TNFRSF11B	3.54	71.23	13.37	22.95	16.9	43.97	10.97	39.38	2.32	9.26	30.31	15.63	9.83	55.56	19.72	4.83	17.56	12.01	9.09	10.39	8.88	10.36	10.92	66.11	9.86	5.86	7.46	12.52	9.15	64.87	28.32	66.8	16.39	7.68	13.5	17.38	19.3	12.52
TNFRSF14	363.21	340.31	161.79	206.59	342.29	73.9	95.09	253.13	644.09	143.72	124.62	312.65	207.14	113.53	91	290.1	355.95	227.61	318.88	353.12	195.27	252.57	103.34	40.07	130.71	1064.45	668.31	135.64	340.69	287.26	108.54	92.5	86.85	126.11	102.63	102.68	135.1	328.04
TNFRSF17	1.77	23.74	7.35	20.09	4.23	4.68	4.57	50.63	5.8	9.74	10.1	7.4	6.05	9.66	6.07	4.83	38.64	13.81	4.2	20.77	1.78	6.41	9.24	2	16.03	12.71	13.86	6.26	11.54	23.17	18.88	5.14	9.83	3.29	27.01	17.38	16.89	15.02
TNFRSF18	4.95	23.74	29.42	53.08	46.48	26.19	44.8	84.38	38.68	19.97	13.47	6.58	6.05	57.97	75.83	39.49	35.13	57.65	4.9	45.01	25.74	54.76	72.25	30.05	64.12	5.86	65.02	93.91	4.78	69.5	18.88	63.38	93.41	63.6	54.01	82.14	45.84	70.11
TNFRSF1A	139.69	134.54	470.01	220.94	226.08	417.21	263.34	523.14	100.97	309.35	528.81	234.49	191.27	410.63	373.11	327.97	199.05	280.46	130.77	328.88	289.35	282.17	291.53	420.72	292.25	232.63	153.49	431.97	136.12	379.93	188.77	472.76	317.9	316.91	383.51	278.03	284.67	453.24
TNFRSF1B	8.49	332.4	208.59	76.04	82.4	49.58	96.01	618.76	59.19	145.18	262.72	88.04	28.73	158.21	169.87	91.06	141.68	129.72	16.78	526.21	96.75	100.63	96.62	72.12	225.66	107.52	204.65	227.46	25.87	389.2	174.61	154.16	268.74	140.36	137.74	169.03	118.21	483.29
TNFRSF25	25.82	110.8	123.69	131.99	124.66	187.09	173.73	73.13	18.96	34.59	151.57	40.32	9.83	230.68	180.49	147.47	86.65	55.25	18.88	121.17	27.52	149.96	226	164.28	266.35	12.71	63.95	367.28	16.32	55.6	47.19	200.41	168.78	279.63	226.86	221.16	255.72	368.1
TNFRSF4	1	31.66	28.75	20.09	8.45	6.55	5.49	78.75	16.63	13.64	6.74	8.23	4.54	9.66	16.68	7.25	16.39	26.42	3.5	17.31	27.52	23.68	4.2	10.02	16.03	6.84	46.9	18.78	3.98	27.8	23.6	11.99	27.86	16.45	16.2	25.28	9.65	17.53
TNFRSF8	2.12	71.23	42.12	31.56	12.68	17.77	10.06	22.5	6.19	11.69	57.26	10.7	6.8	19.32	34.88	15.31	21.08	10.81	4.2	6.92	9.76	15.79	9.24	32.05	16.03	9.77	18.12	14.61	9.55	41.7	28.32	18.84	16.39	13.16	32.41	15.8	31.36	42.57
TNFRSF9	1.41	31.66	7.35	15.78	27.47	6.55	10.97	50.63	8.9	22.41	37.05	10.7	5.29	3.62	15.17	4.03	12.88	19.82	2.8	10.39	26.63	7.4	2.52	10.02	17.26	1	15.99	14.61	5.57	23.17	28.32	8.56	19.66	5.48	5.4	11.06	21.71	15.02
TNFSF10	58	261.17	326.26	291.24	359.19	109.45	467.25	123.75	184.52	303.99	468.18	225.44	27.97	484.3	580.89	380.35	229.5	178.96	6.99	342.73	163.32	524.87	399.91	158.27	775.63	71.35	316.57	1007.93	62.09	278	283.15	998.63	993.04	815.86	815.63	766.15	323.27	954.06
TNFSF12	117.41	387.8	227.31	189.38	124.66	103.83	145.39	585.01	248.74	152.97	218.93	170.31	217.73	264.49	177.45	256.25	173.29	139.33	112.59	536.6	183.73	202.25	105.02	104.18	167.7	185.72	290.98	200.33	90.75	491.13	217.08	198.7	167.15	236.86	145.84	101.1	168.87	410.67
TNFSF13	10.96	261.17	67.53	51.65	35.92	23.39	27.43	1051.9	39.46	30.69	97.68	29.62	45.36	61.59	63.7	37.87	60.89	55.85	18.18	242.34	74.56	37	34.45	60.1	67.82	18.57	159.88	95.99	16.32	328.96	103.82	53.1	83.57	59.22	70.22	55.29	31.36	152.75
TNFSF13B	2.83	63.31	43.46	24.39	29.58	14.03	15.54	39.38	28.24	57	57.26	39.49	5.29	13.28	13.65	5.64	32.79	34.83	2.1	83.09	37.28	20.23	13.44	4.01	34.53	29.32	85.27	29.22	29.45	27.8	28.32	25.69	52.44	23.03	40.51	23.7	16.89	37.56
TNFSF18	2.12	71.23	8.02	8.61	10.56	87	8.23	22.5	1	8.77	37.05	2.47	4.54	4.83	4.55	3.22	12.88	4.8	5.59	20.77	7.1	5.43	6.72	108.18	8.63	3.91	4.26	4.17	3.58	13.9	14.16	5.14	16.39	9.87	13.5	1.58	21.71	7.51
TNFSF4	7.07	39.57	58.83	24.39	16.9	12.16	10.06	33.75	14.7	19	33.68	18.1	11.34	12.08	21.23	63.66	25.76	10.21	13.99	41.54	127.81	10.36	8.4	20.03	18.5	11.73	22.38	18.78	22.29	37.07	23.6	15.42	16.39	3.29	16.2	23.7	24.12	12.52
TNFSF8	1	102.88	9.36	15.78	16.9	5.61	14.63	16.88	2.71	16.08	47.16	9.05	3.02	16.91	13.65	6.45	18.73	7.81	5.59	79.62	8.88	10.85	13.44	4.01	25.9	20.53	13.86	16.69	4.38	74.13	14.16	30.83	19.66	16.45	35.11	11.06	19.3	57.59
TNFSF9	23.34	55.4	24.74	37.3	44.37	98.22	14.63	151.88	13.15	25.33	47.16	27.97	20.41	13.28	39.43	14.5	25.76	86.48	22.38	38.08	23.08	12.33	8.4	58.1	16.03	14.66	23.45	37.56	14.73	41.7	23.6	18.84	32.77	4.39	27.01	30.01	7.24	30.05
TNKS	376.29	110.8	257.4	238.16	281.01	293.73	208.48	202.5	167.5	276.23	181.88	139.87	293.33	248.79	201.72	261.89	373.52	174.16	396.5	169.63	274.27	281.18	220.96	260.44	213.33	297.15	195.06	237.9	117.81	92.67	268.99	195.27	163.87	223.7	229.56	195.88	207.47	227.87
TOX	1.77	23.74	11.37	15.78	42.26	13.1	17.37	45	13.54	20.46	30.31	24.68	15.88	22.95	27.3	6.45	38.64	9.01	3.5	31.16	11.54	16.77	18.48	10.02	39.46	14.66	34.11	20.87	26.67	78.77	37.75	20.55	42.61	14.26	24.31	31.59	31.36	25.04
TP53	163.39	150.37	156.45	228.11	209.17	109.45	153.61	230.63	31.72	147.61	131.36	83.1	237.38	202.9	148.64	195.82	103.04	82.28	153.15	131.55	185.51	223.47	199.11	134.23	202.23	223.84	61.82	154.42	155.62	139	70.79	164.44	201.56	198.48	162.04	189.56	209.89	207.84
TPI1	1040.46	569.82	986.81	822.07	1236.03	2564.06	1029.59	2328.8	586.06	977.75	464.81	998.02	806.64	672.7	1439.34	1464.18	641.65	1685.74	1406.29	865.48	1295.88	882.02	684.72	3077.24	1222.01	625.57	710.94	1012.1	1232.62	574.53	3232.64	1161.35	1401.08	1035.18	1101.91	1998.3	603.12	989.12
TPM1	164.45	419.45	798.94	500.7	202.84	397.56	783.62	174.38	247.96	318.61	990.26	780.81	301.64	1326.08	1395.35	399.69	1156.85	262.44	252.45	477.75	483.74	355.18	656.15	617.05	996.35	160.3	264.34	1504.59	381.29	467.96	24030.1	854.74	617.78	1173.35	1309.86	946.23	694.8	495.81
TPSAB1	28.65	585.65	553.58	1020.05	306.37	119.74	822.94	50.63	4.26	326.4	1448.33	366.96	31	1653.38	1269.47	1049.99	252.91	130.32	4.9	997.04	439.36	1724.58	1147.64	130.22	1154.19	278.58	18.12	968.28	13.93	528.2	122.7	1264.13	802.96	1154.7	937.16	767.73	1971	688.63
TRAT1	1	47.49	8.02	25.82	19.02	3.74	11.89	16.88	8.12	9.26	20.21	2.47	8.32	12.08	16.68	4.83	12.88	10.21	1	27.7	7.99	15.29	15.96	6.01	25.9	5.86	15.99	10.43	10.35	13.9	14.16	13.7	16.39	14.26	13.5	12.64	9.65	25.04
TREM1	1.77	47.49	14.71	20.09	12.68	116.93	9.14	39.38	7.74	14.13	33.68	10.7	6.05	8.45	12.13	2.42	16.39	12.01	2.8	20.77	11.54	5.43	6.72	48.08	6.17	8.8	28.78	12.52	31.84	60.23	14.16	22.27	4.92	3.29	16.2	64.77	2.41	17.53
TREM2	1.77	110.8	2.67	11.48	10.56	13.1	2.74	1456.91	10.44	54.56	3.37	13.99	2.27	6.04	7.58	7.25	10.54	7.21	1	259.64	10.65	15.79	5.88	14.02	8.63	55.72	57.56	14.61	9.95	152.9	14.16	6.85	22.94	10.97	5.4	12.64	12.06	145.24
TRIM46	4.95	31.66	14.04	35.87	29.58	7.48	1.83	22.5	6.58	2.92	16.84	8.23	6.8	6.04	16.68	4.03	29.27	10.81	10.49	13.85	7.99	10.85	8.4	12.02	12.33	9.77	18.12	14.61	23.88	37.07	4.72	11.99	4.92	7.68	18.91	22.12	12.06	15.02
TSLP	2.48	7.91	2.67	11.48	14.79	1.87	8.23	5.63	1.55	1.95	10.1	6.58	6.8	1.21	10.62	4.83	3.51	3.6	2.8	6.92	1.78	3.95	6.72	8.01	6.17	2.93	2.13	6.26	1.59	32.43	9.44	13.7	13.11	8.77	10.8	12.64	4.82	5.01
TTC30A	25.11	47.49	17.38	43.04	31.69	29.93	28.35	45	37.52	36.05	30.31	20.57	15.12	20.53	18.2	20.95	28.1	11.41	25.17	20.77	17.75	20.23	32.77	30.05	18.5	17.59	26.65	22.95	38.21	106.57	28.32	18.84	18.03	19.74	27.01	37.91	21.71	17.53
TWIST1	2.48	63.31	58.17	58.82	42.26	72.96	72.24	5.63	23.98	25.82	67.36	86.39	28.73	118.36	107.68	80.58	59.72	24.02	1.4	58.85	13.31	66.1	64.69	114.19	85.08	12.71	41.57	123.12	71.64	18.53	14.16	65.09	65.55	134.88	108.03	48.97	31.36	35.06
TWIST2	6.72	71.23	185.86	114.77	90.85	232.93	108.81	16.88	12.38	56.51	191.99	82.28	8.32	252.41	239.64	163.58	80.79	42.64	4.2	131.55	49.71	156.87	287.33	180.31	196.06	21.5	25.58	287.98	20.7	55.6	75.51	234.67	139.29	350.91	183.65	132.69	147.16	247.91
TYMP	264.18	601.48	443.93	301.28	845.15	213.28	567.83	888.77	280.07	709.32	346.93	422.9	38.56	442.03	749.24	553.6	526.91	609.56	130.77	1042.04	522.79	677.8	334.38	228.39	737.4	217.97	807.94	486.23	158.41	1028.59	174.61	1120.24	1196.24	671.11	1752.79	1022.06	453.55	1434.85
TYMS	522	55.4	226.65	350.06	414.12	317.12	73.15	28.13	152.41	580.71	53.89	376.83	154.98	56.76	192.62	456.1	241.21	416.18	508.39	31.16	380.78	335.94	151.23	352.6	181.27	427.15	144.96	83.47	716.01	78.77	61.35	82.22	245.8	83.34	143.14	358.59	55.49	110.18
UBE2C	211.84	63.31	93.6	205.16	190.16	607.1	55.78	61.88	263.82	151.51	67.36	125.88	83.16	57.97	118.3	214.35	87.82	282.26	255.94	58.85	82.55	190.91	64.69	546.93	120.84	159.33	193.99	108.51	317.21	27.8	28.32	82.22	114.71	82.24	153.94	224.32	21.71	130.21
UBE2T	47.04	39.57	14.71	78.91	61.27	63.61	13.72	33.75	75.05	68.69	26.95	47.72	9.07	12.08	48.53	40.29	22.25	37.83	63.64	3.46	30.18	50.32	24.36	54.09	27.13	47.9	63.95	20.87	99.5	13.9	42.47	13.7	42.61	19.74	45.91	64.77	16.89	10.02
ULBP2	3.54	23.74	6.69	30.13	21.13	50.51	10.06	39.38	9.28	11.2	23.58	9.05	15.12	12.08	36.4	4.03	16.39	13.21	4.2	17.31	7.99	10.85	7.56	34.06	16.03	8.8	8.53	18.78	64.08	32.43	9.44	23.98	42.61	14.26	24.31	28.43	7.24	12.52
USP9Y	18.74	15.83	24.74	7.17	8.45	5.61	16.46	5.63	12.77	22.41	30.31	10.7	12.1	19.32	25.78	13.7	14.05	4.2	21.68	3.46	9.76	1.97	18.48	4.01	22.2	23.46	23.45	41.74	25.87	18.53	33.03	25.69	42.61	20.84	29.71	17.38	7.24	5.01
VCAM1	4.6	55.4	104.3	101.86	42.26	36.48	74.98	11.25	19.73	101.33	57.26	41.96	13.61	223.43	57.63	20.15	50.35	47.44	4.2	41.54	98.52	98.66	58.81	52.09	69.05	27.37	63.95	66.78	26.67	60.23	33.03	214.11	114.71	63.6	54.01	47.39	79.61	22.54
VCAN	17.33	102.88	355.01	88.95	78.18	181.48	74.98	45	19.73	210.46	454.71	81.45	19.66	361.11	194.14	62.05	228.33	51.65	6.29	193.87	162.43	110.01	106.7	176.3	104.81	100.68	75.68	475.79	34.63	250.2	94.38	316.89	122.9	157.91	259.27	85.3	142.34	80.13
VEGFA	113.17	110.8	249.38	97.56	226.08	643.59	360.26	28.13	88.97	125.69	370.5	265.76	120.96	106.28	229.02	352.15	105.38	236.62	104.2	121.17	260.95	134.18	152.07	428.73	214.56	102.63	65.02	265.02	552.83	74.13	391.69	193.56	175.34	218.22	183.65	159.55	241.25	135.22
VEGFB	305.56	166.2	196.56	209.46	124.66	98.22	160.02	1068.77	151.25	182.69	333.45	144.81	142.88	182.37	189.59	207.1	158.07	208.39	217.48	297.73	202.37	237.28	147.03	112.19	145.51	183.76	178	183.64	127.76	403.1	174.61	154.16	108.15	174.36	126.94	145.33	183.35	262.93
VEGFC	5.3	55.4	45.46	28.69	38.03	35.55	34.75	45	10.06	28.26	94.31	44.43	9.83	38.65	31.85	18.53	30.44	19.22	4.9	58.85	23.96	42.92	35.29	22.04	76.45	15.64	19.19	62.6	15.52	74.13	42.47	47.96	40.97	51.54	51.31	63.19	41.01	85.14
VHL	195.93	245.34	200.57	200.85	154.24	161.83	216.71	315.01	198.84	295.71	191.99	183.48	241.92	246.38	239.64	225.63	187.34	257.63	258.74	301.19	218.35	258.98	225.16	180.31	266.35	165.19	254.75	300.5	201.39	199.23	174.61	292.91	275.3	308.14	226.86	257.49	214.71	265.44
VTCN1	2.48	63.31	6.69	37.3	23.24	9.35	48.46	45	3.87	4.87	40.42	48.54	6.8	7.25	25.78	9.67	29.27	6.01	8.39	10.39	7.99	10.85	20.16	18.03	32.06	4.89	5.33	33.39	36.62	60.23	42.47	18.84	21.3	42.77	18.91	30.01	21.71	10.02
VTN	1.41	15.83	4.01	17.22	16.9	9.35	5.49	16.88	1	1.95	6.74	6.58	1.51	1.21	18.2	1.61	18.73	1.2	1	3.46	2.66	3.95	3.36	8.01	3.7	2.93	8.53	2.09	4.78	46.33	9.44	1.71	6.55	2.19	2.7	9.48	16.89	5.01
WDR76	15.21	23.74	16.71	37.3	31.69	26.19	10.97	28.13	31.33	29.72	6.74	20.57	20.41	21.74	28.82	16.12	23.42	18.62	9.09	24.23	30.18	19.73	15.96	32.05	18.5	21.5	31.98	14.61	36.22	13.9	4.72	13.7	27.86	17.55	27.01	42.65	12.06	17.53
WHSC1L1	276.56	197.85	193.22	242.46	194.38	218.89	211.22	90	133.85	210.46	319.98	183.48	205.63	206.52	189.59	257.86	215.45	228.81	225.87	190.41	173.08	243.2	198.27	204.35	214.56	281.51	187.59	183.64	122.59	185.33	132.14	215.83	190.09	218.22	199.86	224.32	238.84	200.33
WNT10A	13.79	63.31	6.69	44.47	61.27	20.58	33.83	56.25	5.8	11.2	47.16	11.52	3.78	19.32	47.02	18.53	36.3	11.41	2.8	20.77	2.66	41.44	61.33	16.03	36.99	9.77	13.86	25.04	8.76	50.97	37.75	20.55	52.44	44.96	48.61	115.32	31.36	15.02
WNT11	22.63	15.83	42.12	30.13	14.79	4.68	50.29	146.25	1.16	12.67	205.46	30.44	1	25.36	19.72	6.45	24.59	7.81	9.09	34.62	4.44	14.31	31.93	4.01	65.35	345.04	5.33	37.56	1.99	46.33	33.03	13.7	19.66	21.93	29.71	67.93	26.54	55.09
WNT2	2.12	39.57	54.15	14.35	6.34	4.68	6.4	22.5	1.55	4.38	53.89	9.87	4.54	7.25	16.68	1.61	33.96	6.01	3.5	31.16	20.41	7.89	3.36	2	4.93	10.75	11.72	39.65	11.94	50.97	23.6	5.14	6.55	8.77	13.5	7.9	14.47	5.01
WNT2B	4.95	47.49	12.03	48.78	38.03	6.55	22.86	11.25	3.48	18.51	33.68	15.63	10.58	39.85	37.92	17.73	38.64	9.61	5.59	24.23	10.65	33.54	27.72	8.01	18.5	5.86	13.86	29.22	26.27	60.23	47.19	39.4	29.5	29.61	10.8	28.43	69.96	30.05
WNT4	40.67	31.66	28.75	55.95	124.66	6.55	55.78	61.88	9.67	27.28	30.31	16.46	13.61	76.09	125.89	70.91	56.2	19.22	4.2	48.47	9.76	87.31	158.79	14.02	77.69	11.73	12.79	133.56	11.94	41.7	23.6	51.39	96.68	86.63	83.72	146.91	86.85	110.18
WNT5A	19.8	31.66	14.04	27.26	52.82	6.55	62.18	45	3.87	10.72	26.95	23.04	1	25.36	101.62	37.87	62.06	7.81	8.39	27.7	11.54	16.77	41.17	32.05	117.15	29.32	2.13	16.69	7.56	60.23	9.44	71.94	163.87	129.4	97.23	145.33	31.36	42.57
WNT5B	6.01	31.66	19.39	45.91	16.9	9.35	21.03	33.75	1	11.2	16.84	13.99	3.02	30.19	37.92	16.12	21.08	10.21	5.59	13.85	10.65	21.71	21.84	16.03	20.96	9.77	8.53	37.56	13.13	18.53	18.88	30.83	18.03	30.7	24.31	25.28	19.3	40.07
WNT7B	1.06	15.83	4.01	21.52	27.47	175.86	10.06	5.63	1	3.9	13.47	4.94	5.29	12.08	18.2	11.28	4.68	6.61	1	24.23	2.66	10.36	26.04	234.4	13.56	5.86	2.13	43.82	8.36	4.63	4.72	18.84	22.94	21.93	27.01	30.01	26.54	37.56
XCL1/2	1	15.83	6.02	18.65	14.79	5.61	8.23	11.25	6.19	26.31	10.1	7.4	4.54	8.45	15.17	2.42	22.25	9.61	2.1	34.62	14.2	18.75	15.12	4.01	23.43	9.77	21.32	20.87	21.09	23.17	23.6	17.13	34.41	12.06	32.41	7.9	21.71	27.55
ZAP70	6.72	102.88	74.21	77.47	40.14	14.97	47.55	174.38	30.95	33.13	70.73	27.15	19.66	89.37	47.02	39.49	69.08	43.24	3.5	121.17	28.4	70.05	73.09	22.04	157.84	29.32	104.46	39.65	25.07	120.47	51.91	54.81	124.54	86.63	135.04	61.61	156.81	197.82
ZEB1	11.32	87.06	123.02	90.38	46.48	169.32	65.83	56.25	10.83	78.43	195.36	80.63	142.88	161.84	128.92	53.18	103.04	21.02	32.17	76.16	64.79	89.29	84.01	182.31	82.62	29.32	34.11	169.03	29.85	50.97	141.58	73.66	63.91	112.95	99.93	47.39	84.44	60.1
ZEB2	191.68	174.11	216.62	182.2	126.77	29.93	127.1	405.01	163.63	136.41	377.24	155.5	307.69	218.6	131.95	190.98	353.61	130.92	112.59	211.18	112.72	219.52	149.55	54.09	213.33	285.42	182.27	313.02	78.01	189.97	179.33	179.86	96.68	166.68	172.85	102.68	130.27	303
ZIC2	1.41	31.66	9.36	31.56	19.02	83.25	14.63	16.88	8.51	3.9	26.95	10.7	7.56	15.7	13.65	9.67	28.1	5.4	3.5	6.92	12.43	13.81	10.08	108.18	11.1	16.62	8.53	12.52	7.96	32.43	23.6	11.99	4.92	6.58	27.01	25.28	14.47	15.02
ABCF1	131.56	47.49	93.6	74.6	95.08	88.87	96.01	123.75	95.16	100.36	80.84	141.52	114.15	89.37	97.07	141.02	88.99	266.04	126.57	93.47	102.07	96.19	92.42	90.15	106.05	194.51	84.2	95.99	111.04	101.93	127.42	116.48	109.79	88.82	135.04	90.04	77.2	120.2
AMMECR1L	186.73	79.14	143.07	130.56	150.01	171.19	69.49	292.51	215.86	107.66	107.78	150.57	148.93	86.96	97.07	105.56	100.7	157.94	155.94	69.24	140.24	123.33	78.97	172.29	75.22	296.17	189.73	70.95	127.36	50.97	89.66	102.77	99.96	98.69	132.34	97.94	89.26	95.16
CNOT10	64.01	94.97	69.53	106.17	118.32	65.48	79.55	73.13	73.89	75.51	117.89	67.47	86.94	76.09	89.48	85.42	71.42	72.67	58.04	76.16	55.92	102.11	69.73	74.13	76.45	93.84	93.8	83.47	82.39	83.4	75.51	53.1	80.3	85.53	91.83	99.52	98.91	87.64
CNOT4	101.5	63.31	133.71	109.04	131	137.51	96.92	56.25	104.83	150.05	124.62	129.18	82.4	109.9	98.58	138.6	110.06	78.67	130.07	76.16	134.91	119.38	93.26	134.23	85.08	169.1	103.39	135.64	158.41	125.1	146.29	111.34	104.88	109.66	124.23	115.32	96.5	55.09
COG7	111.4	55.4	111.65	136.29	109.87	97.29	120.7	67.5	113.34	90.61	111.15	150.57	92.23	123.19	109.2	132.96	124.12	114.1	120.28	135.02	100.3	140.59	125.18	80.14	108.51	83.08	123.64	112.69	111.44	92.67	80.23	147.31	104.88	121.72	121.53	115.32	127.86	145.24
DHX16	88.06	39.57	45.46	44.47	52.82	47.71	48.46	84.38	82.4	52.61	87.57	103.67	62.75	77.29	40.95	68.5	58.55	124.91	88.11	62.31	71.01	50.32	60.49	60.1	53.02	73.31	54.36	73.04	45.77	64.87	47.19	70.23	58.99	65.8	48.61	55.29	65.14	65.11
DNAJC14	29	63.31	30.75	22.95	21.13	17.77	20.12	39.38	24.76	25.82	37.05	30.44	32.51	19.32	28.82	20.95	48.01	22.22	26.57	27.7	32.84	26.64	21	14.02	25.9	21.5	18.12	29.22	28.26	13.9	33.03	18.84	21.3	18.64	8.1	14.22	36.19	7.51
